"from","to"
"n01","n02"
"n01","n20"
"n01","n21"
"n01","n23"
"n01","n26"
"n01","n27"
"n01","n29"
"n01","n38"
"n01","n40"
"n02","n03"
"n02","n05"
"n02","n06"
"n02","n07"
"n02","n08"
"n02","n09"
"n02","n10"
"n02","n11"
"n02","n14"
"n02","n15"
"n02","n16"
"n02","n17"
"n02","n18"
"n03","n04"
"n11","n12"
"n11","n13"
"n15","n19"
"n23","n24"
"n23","n25"
"n27","n28"
"n29","n30"
"n30","n31"
"n30","n32"
"n30","n33"
"n30","n34"
"n30","n35"
"n30","n36"
"n30","n37"
"n38","n39"
"n40","n41"
"n40","n42"
