platformID,platform,entityID,entity,webLabel,heatmapLabel,tier1and2entity,tier1and2entityID,website,easeDiscover,methodDiscover,easeAccess,methodAccess,LinktoSource,fileFormat,metadata,metadataFormat,dataDefinitions,metaAttributes,metadataStandards,timeliness,lengthAvailable,group,count
p11,NPDES Permits,n26,Point Source Regulation Section,ENV-SWQB,ENV-SWQB: NPDES Permits,Govenors Office,4,https://www.env.nm.gov/surface-water-quality/npdes-permits/,Low,Website,Yes,Individual Export,Not Applicable,pdf,Yes,pdf,No,Descriptive,No,Unknown,Current Only,hub,5
p12,Weekly Stocking Report,n29,Game and Fish Department,ENV-Game & Fish,ENV-Game & Fish: Weekly Stocking Report,Govenors Office,4,http://www.wildlife.state.nm.us/fishing/weekly-report/,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Weekly or Higher,Limited Record,hub,5
p13,Infrastructure Development Report,n28,Construction Programs Bureau,ENV-Construction,ENV-Construction: Infrastructure Development Report,Govenors Office,4,https://www.env.nm.gov/construction-programs/cpb-forms-and-documents/,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Yearly or Higher,Current Only,hub,5
p14,Wastewater Treatment System Permit Finder,n31,Liquid Waste Program,ENV-Liquid Waste Bureau,ENV-Liquid Waste Bureau: Wastewater Treatment System Permit Finder,Govenors Office,4,https://lwop.waste.web.env.nm.gov/wwtspf/,Low,Website,No,Individual Export,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Period of Record,hub,5
p15,Environmental Public Health Tracking,n36,Environmental Health Epidemiology Bureau,ENV-EHEB,ENV-EHEB: Environmental Public Health Tracking,Govenors Office,4,https://nmtracking.org/dataportal/,Medium,Catalog,Yes; Permission Required,Individual Export; Link to Source,Not Applicable,html; excel; xml,Yes,html,Yes,Administrative; Descriptive; Structural,Yes,Yearly or Higher,Limited Record,hub,5
p16,Environmental Health Data,n36,Environmental Health Epidemiology Bureau,ENV-EHEB,ENV-EHEB: Environmental Health Data,Govenors Office,4,https://nmhealth.org/data/environment/,Medium,Website,Yes,Individual Export,Not Applicable,pdf,Yes,pdf,Yes,Descriptive,No,Unknown,Limited Record,hub,5
p17,NM Water Rights Reporting System,n39,Office of the State Engineer,OSE,OSE: NM Water Rights Reporting System,Adjunct Agency,5,http://nmwrrs.ose.state.nm.us/nmwrrs/index.html,High,Website,Yes,Individual Export,Not Applicable,pdf; html; excel; txt; csv,No,No,Yes,No,No,Unknown,Period of Record,hub,5
p18,Points of Diversion,n39,Office of the State Engineer,OSE,OSE: Points of Diversion,Adjunct Agency,5,https://gis.ose.state.nm.us/gisapps/ose_pod_locations/,Low,Map,Yes,Batch Export; Individual Export; Web Services,Not Applicable,csv; geojson; pdf,Yes,html,Yes,Descriptive,Yes,Monthly or Higher,Varies,hub,5
p19,Geospatial Open Data Site,n39,Office of the State Engineer,OSE,OSE: Geospatial Open Data Site,Adjunct Agency,5,https://www.ose.state.nm.us/GIS/maps.php,Medium,Catalog,Yes,Web Services; Batch Export,Not Applicable,excel; geojson; shapefile; kml,Yes,html,Yes,Administrative; Descriptive; Structural,Yes,Varies,Current Only,hub,5
p20,Gallery for NM OSE,n39,Office of the State Engineer,OSE,OSE: Gallery for NM OSE,Adjunct Agency,5,https://ose.maps.arcgis.com/home/index.html,Medium,Catalog,Yes,Web Services; Batch Export,Not Applicable,shapefile,Yes,html,No,Descriptive; Administrative,Yes,Varies,Varies,hub,5
p21,Drought in New Mexico,n39,Office of the State Engineer,OSE,OSE: Drought in New Mexico,Adjunct Agency,5,https://www.ose.state.nm.us/Drought/index.php,Low,Website,Yes,Individual Export; Link to Source,Not Applicable,pdf; jpg,No,No,No,No,No,Daily or Higher,Current Only,hub,5
p22,Water Planning in New Mexico,n39,Office of the State Engineer,OSE,OSE: Water Planning in New Mexico,Adjunct Agency,5,https://www.ose.state.nm.us/Library/,Low,Website,No,Individual Export,Not Applicable,pdf,Some,pdf,Yes,Administrative; Descriptive,No,Varies,Period of Record,hub,5
p23,Canadian River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Canadian River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/Canadian/isc_Canadian.php,Low,Website,Yes,Link to Source,Direct,Unknown,Some,Unknown,No,Unknown,Some,Daily or Higher,Period of Record,hub,5
p24,Colorado River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Colorado River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/Colorado/isc_Colorado.php,Low,Website,Yes,Link to Source,Direct,Unknown,Some,Unknown,No,Unknown,Some,Daily or Higher,Period of Record,hub,5
p25,Pecos River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Pecos River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/Pecos/isc_Pecos.php,Low,Website,Yes,Link to Source,Direct,Unknown; excel; html; jpg; pdf,Some,Unknown,No,Unknown,Some,Daily or Higher,Limited Record,hub,5
p26,Rio Grande River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Rio Grande River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/RioGrande/index.php,Low,Website,Yes,Link to Source,Direct,Unknown; jpeg; html,Some,Unknown,No,Unknown,Some,Daily or Higher,Limited Record,hub,5
p27,Lower Pecos River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Lower Pecos River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/LowerPecos/index.php,Low,Website,Yes,Link to Source,Direct,Unknown; pdf,No,No,No,No,No,Yearly or Higher,Period of Record,hub,5
p28,Mimbres River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Mimbres River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/Mimbres/index.php,Low,Website,Yes,Link to Source,Direct,Unknown; pdf,No,No,No,No,No,Unknown,Limited Record,hub,5
p29,Rio Chama River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Rio Chama River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/RioChama/index.php,Low,Website,Yes,Link to Source,Direct,Unknown; pdf,No,No,Yes,No,No,Unknown,Limited Record,hub,5
p30,Rio Gallinas River Basin,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Rio Gallinas River Basin,Adjunct Agency,5,https://www.ose.state.nm.us/Basins/RioGallinas/index.php,Low,Website,Yes,Link to Source,Direct,Unknown; jpeg; html,Some,Unknown,Yes,Unknown,Some,Unknown,Limited Record,hub,5
p31,River Basin Compacts,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: River Basin Compacts,Adjunct Agency,5,https://www.ose.state.nm.us/ISC/isc_compacts.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,Yes,pdf,Yes,Descriptive,No,Unknown,Current Only,hub,5
p32,Strategic Water Reserve,n40,Interstate Stream Commission Program,OSE-ISC,OSE-ISC: Strategic Water Reserve,Adjunct Agency,5,https://www.ose.state.nm.us/ISC/isc_SWR.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Yearly or Higher,Current Only,hub,5
p33,Water Master Reports,n41,Water Resources Allocation Program,OSE-WRAP,OSE-WRAP: Water Master Reports,Adjunct Agency,5,https://www.ose.state.nm.us/WM/watermasters.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,Yes,pdf,Yes,Descriptive,No,Yearly or Higher,Limited Record,hub,5
p34,Real Time Information & Measurement System,n41,Water Resources Allocation Program,OSE-WRAP,OSE-WRAP: Real Time Information & Measurement System,Adjunct Agency,5,http://meas.ose.state.nm.us/,Medium,Website,Yes,Link to Source; Individual Export,Direct,pdf; html; jpg,Some,Unknown,No,Unknown,Some,Daily or Higher,Current Only,hub,5
p35,Aquifer Test,n44,Hydrology Bureau,OSE-Hydrology,OSE-Hydrology: Aquifer Test,Adjunct Agency,5,https://www.ose.state.nm.us/Hydrology/aquifer.php,Low,Website,Yes,Batch Export,Not Applicable,pdf; excel,Yes,excel,Yes,Administrative,No,Unknown,Period of Record,hub,5
p36,Espanola Basin Technology Advisory Group GIS Data,n44,Hydrology Bureau,OSE-Hydrology,OSE-Hydrology: Espanola Basin Technology Advisory Group GIS Data,Adjunct Agency,5,https://www.ose.state.nm.us/Hydrology/EBTAG.php,Low,Website,Yes,Individual Export; Batch Export,Not Applicable,zip; shapefile,Some,html,No,Administrative; Descriptive,Some,Unknown,Current Only,hub,5
p37,Statewide Groundwater Level Monitoring Program,n44,Hydrology Bureau,OSE-Hydrology,OSE-Hydrology: Statewide Groundwater Level Monitoring Program,Adjunct Agency,5,https://www.ose.state.nm.us/Hydrology/groundWater.php,Low,Website,Yes,Link to Source,Direct,Unknown,Yes,in data,Yes,Administrative; Descriptive,No,Daily or Higher,Period of Record,hub,5
p38,Water Use,n46,Water Use and Conservation,OSE-WUC,OSE-WUC: Water Use,Adjunct Agency,5,https://www.ose.state.nm.us/WUC/wuc_waterUseData.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Unknown,Period of Record,hub,5
p39,NM Water Audits,n46,Water Use and Conservation,OSE-WUC,OSE-WUC: NM Water Audits,Adjunct Agency,5,https://www.ose.state.nm.us/WUC/wuc_accounting.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Unknown,Limited Record,hub,5
p40,Subdivision Review,n46,Water Use and Conservation,OSE-WUC,OSE-WUC: Subdivision Review,Adjunct Agency,5,https://www.ose.state.nm.us/Subdiv/subdiv.php,Low,Website,Yes,Individual Export,Not Applicable,pdf,No,No,No,No,No,Unknown,Period of Record,hub,5
p41,New Mexico Climate Center,n50,New Mexico Climate Center,NMSU,NMSU: New Mexico Climate Center,Adjunct Agency,5,https://weather.nmsu.edu/,Low,Website; Catalog,Yes,Individual Export; Link to Source,Not Applicable,html; jpeg; csv,Yes,html,No,Descriptive; Administrative,Unknown,Daily or Higher,Limited Record,hub,5
p42,Los Alamos Oversight Section,n54,DOE Oversight Bureau,ENV-DOE-OB,ENV-DOE-OB: Los Alamos Oversight Section,Govenors Office,4,https://www.intellusnm.com/,Low,Catalog; Map,Yes,Individual Export; Batch Export,Not Applicable,excel; shapefile; zip,Yes,html,Yes,Descriptive; Administrative,Unknown,Unknown,Limited Record,hub,5
p43,Sandia Oversight Section,n54,DOE Oversight Bureau,ENV-DOE-OB,ENV-DOE-OB: Sandia Oversight Section,Govenors Office,4,https://www.env.nm.gov/doeob/doe-ob-sos-data/,Low,Website,Yes,Individual Export,Not Applicable,pdf,Yes,pdf,No,Administrative,No,Yearly or Higher,Period of Record,hub,5
p44,Statewide Water Assessment,n55,Water Resources Research Institute,NMSU,NMSU: Statewide Water Assessment,Adjunct Agency,5,https://nmwrri.nmsu.edu/category-blocks-swa/#DSWB,Low,Website,Yes,Link to Source,Not Applicable,Unknown; pdf,Yes,pdf; html,Unknown,Descriptive,Unknown,Unknown,Period of Record,hub,5
p45,Produced Water Data,n57,GO-TECH,NMT-GO-TECH,NMT-GO-TECH: Produced Water Data,Adjunct Agency,5,http://octane.nmt.edu/gotech/Water/producedwater.aspx,Low,Website,Yes,Individual Export; Batch Export,Not Applicable,html; excel,No,No,No,No,No,Unknown,Unknown,hub,5
p46,Resource Geographic Information System (RGIS),n59,Earth Data Analysis Center,UNM-EDAC,UNM-EDAC: Resource Geographic Information System (RGIS),Adjunct Agency,5,http://rgis.unm.edu/,Medium,Catalog,Yes,Individual Export; Web Services; Link to Source,Not Applicable,raster; shapefile; kml; geojson; json; csv; excel; zip; png,Yes,xml; html,Yes,Descriptive; Administrative,Yes,Varies,Varies,hub,5
p47,NMBGMR Interative Map,n60,Bureau of Geology and Mineral Resources,NMT-BGMR,NMT-BGMR: NMBGMR Interative Map,Adjunct Agency,5,https://maps.nmt.edu/,None,Catalog; Map,Yes,Individual Export; Batch Export; Web Services,Not Applicable,csv,Some,html,No,Descriptive,Some,Unknown,Period of Record,hub,5
